order_date,region,category,product,units,unit_price
2024-07-19,West,B,P3,3,167.95
2024-12-11,North,B,P2,19,unknown
2024-08-11,East,A,P1,7,182.39
2024-10-12,North,B,P1,1,173.36
2024-10-18,West,B,P6,14,145.75
2024-12-18,West,C,P5,17,168.09
2024-07-10,East,B,P5,20,193.88
2024-01-10,East,C,P2,9,151.75
2024-03-22,North,C,P2,9,12.22
2024-06-18,South,A,P3,4,145.86
2024-02-02,North,C,P2,18,158.16
2024-06-13,East,B,P1,14,178.87
2024-10-26,North,A,P6,15,122.02
2024-03-24,East,C,P1,12,82.69
2024-05-20,West,A,P4,4,57.27
2024-08-01,North,C,P1,9,125.68
2024-09-09,East,B,P2,2,129.57
2024-10-16,East,A,P2,7,31.98
2024-10-03,East,B,P6,11,62.85
2024-01-13,East,C,P6,2,unknown
2024-10-15,West,A,P1,1,85.14
2024-01-12,North,B,P6,6,36.21
2024-01-19,South,C,P5,12,158.76
2024-12-27,West,B,P4,2,127.64
2024-12-02,West,B,P5,15,33.22
2024-02-12,East,C,P2,3,111.9
2024-07-01,East,B,P5,3,170.88
2024-02-06,North,B,P5,19,60.17
2024-03-25,South,C,P6,7,139.62
2024-08-24,East,A,P5,13,178.17
2024-08-16,South,A,P1,2,178.16
2024-12-21,East,A,P2,10,21.4
2024-02-10,East,B,P4,13,79.14
2024-03-15,South,A,P4,5,unknown
2024-04-19,West,B,P5,8,38.9
2024-03-04,North,A,P5,5,189.44
2024-09-26,South,A,P3,19,164.28
2024-03-24,West,C,P6,14,139.23
2024-11-02,North,B,P2,6,unknown
2024-01-23,West,C,P3,16,126.62
2024-09-22,North,C,P2,8,12.65
2024-01-16,West,A,P1,16,56.74
2024-11-15,North,B,P4,8,30.53
2024-10-26,South,B,P5,18,28.1
2024-07-11,North,B,P4,1,131.41
2024-01-08,East,C,P3,4,12.18
2024-06-03,South,C,P3,1,119.69
2024-04-09,North,C,P3,2,104.98
2024-09-25,East,B,P3,16,176.88
2024-06-17,South,A,P3,8,111.06
2024-12-19,East,A,P4,20,30.09
2024-03-15,North,B,P3,7,131.9
2024-04-25,West,A,P3,5,142.04
2024-09-24,North,B,P3,11,106.38
2024-06-04,South,C,P3,5,39.09
2024-12-10,South,A,P1,2,159.34
2024-09-27,East,C,P3,1,140.66
2024-06-25,South,A,P5,13,165.36
2024-05-27,East,C,P6,13,195.82
2024-08-18,West,A,P1,9,126.54
2024-03-24,West,C,P5,1,46.14
2024-02-03,North,B,P2,7,119.33
2024-09-14,East,B,P2,3,86.57
2024-10-07,East,B,P4,9,184.72
2024-06-20,East,B,P1,8,100.07
2024-11-24,West,C,P5,15,34.72
2024-12-03,South,B,P2,14,54.02
2024-05-06,South,A,P1,1,151.1
2024-01-21,South,B,P3,6,196.08
2024-12-27,West,C,P6,7,106.19
2024-01-01,West,A,P6,4,88.3
2024-08-11,East,C,P5,11,15.0
2024-02-19,East,C,P3,3,47.14
2024-03-16,West,C,P2,15,164.47
2024-02-13,North,C,P1,1,11.0
2024-06-03,East,A,P4,17,96.95
2024-06-15,West,C,P5,11,139.79
2024-04-23,North,C,P6,10,33.04
2024-02-16,East,A,P5,10,130.27
2024-01-06,South,B,P6,12,21.89
2024-03-21,East,A,P6,10,119.21
2024-03-20,East,C,P2,7,86.85
2024-07-27,East,A,P3,15,33.99
2024-08-25,West,B,P6,9,46.9
2024-10-25,North,B,P3,19,64.06
2024-01-23,East,A,P3,8,120.8
2024-11-06,North,A,P6,8,60.17
2024-11-03,West,C,P2,2,199.06
2024-09-10,North,A,P3,15,124.89
2024-12-24,West,C,P4,5,138.21
2024-07-22,North,A,P4,20,80.51
2024-01-17,West,B,P4,18,79.48
2024-08-03,North,C,P2,17,175.62
2024-12-22,North,A,P4,10,166.27
2024-08-10,West,A,P1,20,115.6
2024-10-27,North,C,P2,3,121.51
2024-05-17,East,A,P2,7,126.66
2024-07-03,North,A,P3,19,119.62
2024-05-23,West,B,P3,13,115.18
2024-01-24,North,B,P5,2,175.37
2024-03-20,East,C,P6,6,35.2
2024-12-24,North,B,P3,19,41.55
2024-01-10,East,C,P6,16,100.75
2024-10-02,West,B,P2,10,109.76
2024-09-04,East,B,P2,14,150.71
2024-04-16,West,C,P1,3,49.17
2024-01-26,East,A,P5,9,49.4
2024-03-04,North,B,P6,2,53.59
2024-05-02,West,C,P2,19,55.35
2024-10-05,East,B,P1,1,134.49
2024-11-27,North,B,P5,7,45.38
2024-01-27,North,C,P2,9,38.06
2024-06-20,North,C,P5,2,193.95
2024-03-22,East,A,P5,1,129.61
2024-01-11,North,C,P3,19,74.73
2024-06-19,North,B,P3,6,160.08
2024-09-16,South,A,P4,20,42.45
2024-04-21,North,A,P6,19,51.98
2024-01-19,North,A,P5,1,65.67
2024-12-02,South,A,P4,15,156.51
2024-03-05,East,C,P4,8,150.64
2024-06-19,South,C,P3,13,115.12
2024-08-24,West,C,P1,14,178.51
2024-04-11,West,B,P1,17,161.32
2024-10-07,South,C,P3,7,38.62
2024-07-26,West,C,P4,7,11.66
2024-09-17,North,C,P2,5,72.98
2024-12-11,West,A,P1,13,45.83
2024-10-25,West,C,P1,17,159.92
2024-02-23,North,C,P2,19,120.6
2024-03-09,North,B,P2,19,100.77
2024-12-18,East,A,P1,9,79.69
2024-08-08,North,A,P3,14,111.25
2024-12-17,North,B,P1,7,92.07
2024-07-01,North,A,P1,16,108.0
2024-06-10,North,A,P4,2,33.37
2024-12-09,East,B,P3,16,135.9
2024-01-12,North,B,P5,10,182.17
2024-04-23,North,A,P5,1,187.8
2024-02-04,South,C,P6,20,115.03
2024-06-20,North,A,P5,18,100.72
2024-06-15,North,B,P3,15,70.94
2024-04-09,South,A,P3,12,138.25
2024-11-18,South,B,P1,7,48.9
2024-09-22,West,A,P4,6,42.15
2024-05-11,South,A,P2,11,165.23
2024-04-21,North,C,P3,16,183.34
2024-09-04,East,A,P2,19,190.65
2024-10-15,North,A,P2,11,31.18
2024-06-15,West,A,P6,20,135.57
2024-08-16,West,B,P4,16,44.68
2024-04-21,North,B,P6,12,51.35
2024-05-11,South,B,P1,20,88.5
2024-04-20,North,A,P2,18,55.55
2024-08-13,East,C,P6,1,80.24
2024-03-19,West,A,P6,4,161.36
2024-09-11,East,C,P5,3,140.22
2024-07-01,North,A,P5,20,148.58
2024-06-12,East,B,P4,13,163.7
2024-07-03,North,B,P1,16,136.0
2024-09-23,North,C,P6,17,43.92
2024-10-04,East,C,P6,20,29.64
2024-07-10,South,B,P3,2,79.27
2024-02-23,South,C,P6,20,165.45
2024-02-16,North,C,P5,12,144.68
2024-09-09,North,C,P1,8,36.89
2024-08-06,South,C,P2,3,46.65
2024-08-25,East,A,P3,5,103.97
2024-08-17,North,A,P6,9,128.36
2024-03-02,North,A,P5,12,14.55
2024-09-13,North,A,P3,6,39.67
2024-08-23,West,B,P3,15,97.61
2024-07-05,South,C,P4,1,130.77
2024-07-21,West,B,P2,20,151.97
2024-11-23,North,C,P5,17,184.69
2024-02-01,West,A,P4,8,24.48
2024-02-23,South,A,P1,9,125.3
2024-06-10,West,B,P4,3,103.08
2024-01-11,South,C,P3,15,22.68
2024-09-27,South,C,P2,2,160.38
2024-05-05,North,C,P6,4,194.14
2024-08-07,South,A,P4,7,194.46
2024-02-13,North,C,P4,8,unknown
2024-12-15,South,A,P6,9,106.81
2024-12-14,North,A,P5,13,144.44
2024-05-15,North,B,P5,1,129.84
2024-09-05,North,C,P5,4,131.88
2024-10-12,North,B,P4,11,36.59
2024-11-27,North,C,P5,14,44.89
2024-11-10,North,C,P4,5,118.83
2024-03-16,West,B,P5,8,84.81
2024-02-17,East,A,P4,10,175.51
2024-09-07,South,B,P2,5,79.72
2024-10-11,West,C,P6,20,93.25
2024-12-01,West,C,P5,18,138.08
2024-05-24,West,C,P6,3,unknown
2024-07-09,West,B,P3,10,109.1
2024-04-26,South,B,P6,15,93.69
2024-04-20,West,C,P5,16,135.73
2024-04-03,North,A,P4,3,75.05
2024-01-26,North,C,P6,11,196.37
2024-01-06,East,B,P4,19,183.21
2024-04-21,North,B,P5,16,94.53
2024-02-14,North,C,P3,17,82.77
2024-05-03,South,B,P5,7,116.43
2024-05-11,West,C,P4,16,139.86
2024-10-20,West,B,P2,12,85.87
2024-11-16,North,A,P6,15,86.31
2024-06-11,East,C,P6,7,199.93
2024-01-24,North,C,P4,19,38.45
2024-11-05,East,A,P6,6,106.28
2024-02-04,North,A,P5,1,187.32
2024-05-23,North,A,P4,10,42.59
2024-03-21,East,A,P6,12,110.23
2024-07-05,South,C,P4,12,59.21
2024-04-16,West,C,P6,18,48.78
2024-08-01,West,A,P3,14,62.37
2024-02-03,West,B,P1,19,124.27
2024-02-14,South,B,P1,12,141.64
2024-12-15,North,A,P1,1,68.46
2024-05-04,East,C,P6,4,95.51
2024-05-18,North,C,P3,4,117.76
2024-02-10,West,B,P5,9,60.09
2024-03-10,West,B,P5,17,133.25
2024-06-15,East,A,P6,9,135.73
2024-12-14,West,C,P1,16,104.31
2024-01-20,North,A,P3,17,46.13
2024-10-21,West,C,P3,5,175.23
2024-05-22,West,B,P5,17,23.8
2024-11-26,North,C,P2,19,169.02
2024-04-08,North,C,P6,6,141.02
2024-05-03,North,A,P5,10,106.57
2024-11-09,East,C,P6,2,86.77
2024-04-05,East,B,P5,19,20.0
2024-01-24,North,C,P1,5,181.27
2024-01-27,North,A,P4,1,48.15
2024-09-05,South,C,P4,1,86.33
2024-06-09,North,A,P1,4,21.59
2024-07-23,West,A,P4,2,154.13
2024-07-13,West,B,P5,16,144.68
2024-02-09,North,C,P5,20,180.64
2024-01-16,West,A,P3,1,164.03
2024-12-23,West,C,P4,13,101.39
2024-09-03,South,A,P5,9,28.28
2024-01-07,West,C,P4,9,65.97
2024-01-18,South,C,P3,10,177.45
2024-07-09,South,A,P5,17,145.65
2024-05-05,South,B,P2,4,180.94
2024-07-27,North,A,P6,3,38.13
2024-05-04,East,A,P4,12,89.18
2024-04-11,East,C,P4,6,175.76
2024-10-09,South,C,P3,13,84.59
2024-08-10,West,B,P6,8,151.4
2024-11-06,West,C,P1,6,116.91
2024-08-18,East,B,P3,2,192.33
2024-07-25,North,C,P6,11,139.64
2024-09-20,East,B,P3,14,56.75
2024-06-13,West,C,P3,12,185.5
2024-07-27,South,A,P5,5,18.69
2024-04-27,West,A,P2,18,196.12
2024-11-02,East,C,P4,14,182.46
2024-05-08,West,A,P1,8,140.43
2024-07-22,East,B,P1,16,23.43
2024-11-18,North,A,P1,4,82.06
2024-11-24,North,B,P5,7,178.52
2024-05-18,South,C,P6,18,140.18
2024-07-15,West,C,P2,1,190.86
2024-11-23,East,C,P3,13,177.1
2024-06-05,East,B,P6,15,61.46
2024-08-02,North,A,P3,13,175.26
2024-07-05,West,B,P5,3,119.24
2024-10-13,South,A,P2,20,185.39
2024-10-17,West,A,P1,3,140.87
2024-10-20,North,B,P1,15,88.29
2024-08-04,West,A,P6,2,182.17
2024-05-13,North,B,P1,19,136.04
2024-03-01,East,C,P1,1,36.11
2024-02-02,South,B,P4,2,59.6
2024-11-06,South,C,P3,13,76.38
2024-02-05,North,C,P4,9,130.55
2024-05-18,North,A,P5,7,182.97
2024-06-16,South,B,P3,11,84.62
2024-02-15,South,A,P3,9,101.26
2024-03-24,North,C,P1,7,176.58
2024-07-20,North,C,P4,11,68.85
2024-12-13,West,A,P4,6,94.44
2024-10-15,West,B,P1,14,89.05
2024-07-13,South,A,P3,16,60.59
2024-12-05,West,A,P1,14,183.67
2024-02-05,South,B,P6,17,36.65
2024-09-08,East,A,P4,13,54.49
2024-06-22,North,A,P1,16,56.43
2024-02-13,West,C,P2,6,113.83
2024-11-07,South,B,P6,6,51.73
2024-10-19,South,B,P3,14,89.09
2024-01-12,North,A,P4,15,47.17
2024-10-16,South,C,P6,9,20.91
2024-12-17,East,A,P5,17,181.53
2024-11-20,East,C,P1,3,137.39
2024-10-17,East,C,P1,12,72.76
2024-06-21,East,C,P6,10,75.95
2024-04-02,East,C,P1,6,134.01
2024-04-06,East,A,P3,6,197.71
2024-10-22,North,C,P1,17,92.65
2024-01-04,West,C,P5,2,138.88
2024-02-09,South,A,P2,3,114.8
2024-10-15,East,A,P4,4,174.56
2024-03-24,East,B,P2,20,44.72
2024-06-18,North,C,P6,12,67.33
2024-05-08,East,B,P2,17,198.99
2024-03-02,North,C,P2,6,176.13
2024-10-20,East,A,P4,10,91.28
2024-06-14,West,A,P5,10,94.06
2024-06-12,North,B,P5,1,17.1
2024-06-13,West,B,P1,7,153.67
2024-08-11,North,B,P5,12,146.37
2024-12-02,North,A,P2,18,55.04
2024-01-19,West,A,P2,12,10.41
2024-04-21,North,B,P5,9,143.14
2024-06-17,North,B,P1,20,156.26
2024-11-13,North,C,P6,9,175.31
2024-12-27,North,C,P1,9,83.73
2024-05-05,North,A,P4,5,64.91
2024-06-25,South,A,P4,19,84.22
2024-10-26,East,B,P4,9,63.23
2024-03-23,South,B,P4,14,22.97
2024-08-15,North,A,P1,1,170.17
2024-05-13,West,C,P5,3,197.56
2024-06-18,South,C,P2,20,118.91
2024-11-06,East,B,P4,10,99.29
2024-06-15,East,A,P3,13,170.33
2024-08-20,North,C,P1,10,176.44
2024-10-08,East,B,P6,12,93.29
2024-02-17,North,C,P4,18,39.01
2024-02-26,East,A,P2,17,194.68
2024-01-24,East,C,P6,11,64.71
2024-07-14,West,A,P5,8,55.33
2024-10-03,South,B,P1,2,133.65
2024-05-13,West,C,P2,2,131.1
2024-05-07,South,A,P2,9,110.55
2024-06-19,South,A,P4,15,78.92
2024-05-26,West,A,P4,10,18.77
2024-06-23,East,C,P1,1,178.48
2024-11-15,South,B,P4,19,184.22
2024-12-03,East,B,P2,17,98.54
2024-10-15,West,C,P4,17,86.31
2024-10-27,East,B,P5,10,107.21
2024-04-14,North,A,P2,12,121.91
2024-07-19,South,A,P3,8,157.11
2024-11-15,South,A,P5,2,187.3
2024-12-03,North,C,P5,13,97.77
2024-02-25,North,C,P2,5,108.58
2024-11-19,South,B,P4,5,188.29
2024-01-07,West,C,P5,19,34.33
2024-06-27,North,A,P4,15,98.17
2024-03-06,South,C,P2,17,15.87
2024-12-26,North,C,P6,12,191.21
2024-04-07,East,A,P1,19,127.2
2024-04-01,North,C,P4,13,152.22
2024-05-18,North,C,P2,14,161.88
2024-10-07,South,A,P1,4,114.57
2024-02-12,East,C,P2,19,59.49
2024-02-09,East,B,P4,12,196.22
2024-05-11,West,A,P4,5,70.48
2024-01-18,South,B,P5,12,137.94
2024-10-10,North,C,P2,3,18.03
2024-05-15,West,C,P4,1,184.58
2024-12-23,East,C,P3,4,16.94
2024-09-17,West,B,P2,15,191.0
2024-10-03,East,C,P5,16,185.55
2024-06-10,South,A,P6,8,68.51
2024-10-08,South,C,P5,12,63.87
2024-02-07,North,A,P1,18,123.01
2024-08-03,South,C,P2,13,94.72
2024-02-16,West,A,P6,9,120.88
2024-01-22,West,B,P1,5,22.78
2024-05-10,South,A,P4,10,11.69
2024-04-01,North,C,P1,9,128.73
2024-10-16,South,A,P6,8,116.8
2024-02-27,West,A,P2,17,60.83
2024-02-27,North,A,P6,6,191.24
2024-12-06,South,C,P5,6,162.32
2024-08-23,West,C,P2,5,173.93
2024-02-05,North,B,P1,1,64.7
2024-08-18,South,A,P6,12,120.54
2024-01-01,South,A,P5,13,77.88
2024-05-21,East,A,P4,6,165.67
2024-07-12,North,A,P3,16,20.28
2024-11-22,East,A,P4,17,178.12
2024-04-15,North,B,P3,3,144.09
2024-11-12,North,B,P4,19,142.41
2024-06-23,North,C,P6,17,32.41
2024-07-16,East,B,P6,6,101.75
2024-04-17,East,A,P2,5,14.93
2024-11-18,South,C,P3,8,64.32
2024-11-15,South,A,P5,8,188.33
2024-03-07,East,B,P6,16,187.76
2024-03-12,North,B,P5,20,18.31
2024-08-06,East,C,P4,17,190.82
2024-10-02,West,B,P5,4,168.17
2024-06-13,South,A,P6,8,190.4
2024-01-16,North,C,P6,18,34.46
2024-06-03,East,B,P4,5,93.19
2024-03-21,North,B,P4,14,61.03
2024-11-11,North,A,P4,20,139.17
2024-03-02,North,A,P4,11,57.06
2024-05-03,North,B,P2,7,55.11
2024-06-15,East,B,P6,13,90.27
2024-04-03,South,C,P1,9,32.17
2024-12-08,North,A,P6,7,199.31
2024-07-20,South,A,P6,10,13.84
2024-01-13,West,A,P4,1,122.56
2024-11-27,West,C,P5,6,162.45
2024-01-26,East,B,P4,8,85.91
2024-07-16,North,A,P5,5,160.14
2024-07-16,North,A,P1,17,148.79
2024-07-26,East,A,P6,14,56.23
2024-10-13,South,C,P4,4,38.92
2024-04-15,West,B,P6,15,135.62
2024-04-07,South,A,P5,1,168.42
2024-02-27,North,A,P5,11,71.46
2024-07-12,South,A,P3,9,48.83
2024-02-19,North,C,P4,16,57.14
2024-02-16,North,B,P3,7,72.1
2024-09-11,North,A,P1,20,108.9
2024-01-04,North,A,P2,12,101.89
2024-02-26,South,C,P4,14,195.29
2024-04-23,South,C,P2,19,59.89
2024-12-01,North,C,P3,3,120.2
2024-11-17,East,B,P3,11,94.88
2024-07-10,East,B,P4,14,90.83
2024-05-06,South,A,P6,5,48.3
2024-12-06,South,B,P3,11,10.36
2024-02-09,East,A,P3,2,59.98
2024-07-17,West,B,P1,2,188.67
2024-05-20,South,C,P5,2,184.47
2024-11-03,South,C,P1,7,111.41
2024-04-24,East,A,P5,18,99.83
2024-08-04,East,C,P6,1,183.87
2024-05-10,West,A,P3,2,118.19
2024-12-07,South,B,P6,13,135.03
2024-12-24,North,A,P6,4,38.68
2024-07-07,East,C,P6,3,115.09
2024-10-20,East,A,P3,17,39.99
2024-01-27,North,B,P6,8,107.16
2024-11-04,North,B,P4,14,31.16
2024-03-08,East,A,P4,9,83.11
2024-04-11,North,C,P5,4,148.22
2024-03-01,North,A,P3,14,92.92
2024-03-20,North,B,P5,10,16.27
2024-06-24,East,C,P1,19,114.85
2024-11-26,South,B,P4,1,129.12
2024-01-27,North,A,P2,17,150.94
2024-04-12,South,B,P5,10,15.53
2024-06-24,West,B,P5,8,159.62
2024-03-24,West,C,P4,20,188.83
2024-10-23,South,B,P5,6,165.37
2024-09-20,West,B,P1,9,186.63
2024-05-01,East,B,P2,16,90.71
2024-12-20,West,C,P5,5,177.28
2024-11-15,South,B,P1,19,60.35
2024-03-13,East,C,P2,4,18.64
2024-11-04,West,B,P1,13,179.19
2024-12-01,West,C,P6,8,128.71
2024-11-21,East,B,P3,19,149.11
2024-08-17,North,C,P1,20,70.41
2024-04-06,North,A,P1,15,183.03
2024-02-10,East,C,P2,7,30.91
2024-11-16,South,B,P4,10,180.04
2024-04-20,West,B,P4,2,184.08
2024-04-18,East,A,P4,20,157.26
2024-07-21,North,A,P6,9,115.58
2024-01-13,North,C,P5,18,154.25
2024-01-27,North,B,P6,12,54.71
2024-02-01,West,C,P2,1,59.91
2024-04-21,South,C,P5,7,19.74
2024-05-20,North,A,P5,9,138.2
2024-05-12,West,A,P2,12,85.91
2024-12-05,South,B,P6,15,171.62
2024-01-20,East,B,P4,7,41.98
2024-05-13,North,B,P1,20,122.56
2024-10-06,West,A,P4,2,77.67
2024-08-27,South,B,P1,1,174.2
2024-11-23,North,B,P4,15,136.5
2024-02-24,East,C,P5,12,108.17
2024-03-13,North,A,P4,9,159.61
2024-09-27,East,C,P6,6,119.74
2024-03-09,West,A,P4,7,35.69
2024-08-24,North,C,P6,19,54.84
2024-02-16,West,A,P5,3,84.08
2024-11-10,East,A,P5,19,199.34
2024-10-20,North,B,P6,13,137.8
2024-07-06,West,B,P3,2,39.77
2024-11-16,East,B,P4,19,169.38
2024-05-03,North,C,P4,12,188.74
2024-08-07,West,B,P4,9,31.63
2024-11-18,South,B,P4,7,99.15
2024-06-05,North,A,P6,2,72.34
2024-11-21,West,A,P4,5,128.88
2024-07-14,East,A,P1,7,127.18
2024-11-18,North,A,P2,11,178.05
2024-11-09,East,C,P1,5,176.77
2024-08-13,West,A,P2,20,13.42
2024-11-09,East,C,P2,10,133.81
2024-06-06,West,C,P5,8,163.27
2024-02-23,East,C,P2,3,124.44
2024-08-08,South,C,P6,18,163.52
2024-11-16,North,B,P1,8,125.41
2024-05-06,South,C,P3,17,109.64
2024-01-11,South,B,P2,18,36.18
2024-01-19,East,B,P1,4,119.29
2024-08-11,North,A,P1,20,140.4
2024-04-13,East,A,P6,12,160.85
2024-07-27,East,C,P5,1,167.16
2024-04-16,North,B,P1,6,82.13
2024-04-26,North,A,P6,15,174.6
2024-04-27,North,B,P1,7,199.02
2024-02-20,South,B,P6,1,116.69
2024-03-26,North,B,P6,9,68.22
2024-09-22,East,A,P6,15,91.25
2024-10-26,North,B,P5,17,99.72
2024-06-22,North,C,P6,5,80.16
2024-06-18,North,C,P5,20,68.78
2024-03-12,West,C,P6,9,39.65
2024-08-27,West,C,P3,11,178.13
2024-11-02,South,B,P4,16,80.94
2024-03-27,North,A,P6,15,130.51
2024-03-21,East,C,P3,2,48.1
2024-03-12,West,B,P1,12,51.37
2024-05-23,North,B,P1,10,107.06
2024-05-23,South,C,P4,16,92.85
2024-06-15,South,B,P3,9,147.29
2024-06-15,South,B,P1,15,99.03
2024-01-21,West,C,P6,20,77.4
2024-09-06,East,B,P2,18,110.07
2024-04-21,North,A,P1,20,153.23
2024-05-23,South,B,P2,18,22.87
2024-10-18,South,A,P3,2,11.71
2024-12-20,South,B,P6,20,166.75
2024-04-12,East,C,P4,10,188.49
2024-09-10,North,C,P6,8,89.02
2024-09-18,North,B,P5,10,152.29
2024-09-20,South,A,P3,3,165.02
2024-07-11,East,C,P1,16,186.59
2024-07-13,South,B,P4,16,190.79
2024-08-12,South,A,P1,16,47.65
2024-05-04,East,B,P5,17,144.94
2024-08-19,North,A,P1,17,190.81
2024-03-14,South,A,P4,8,87.92
2024-01-22,South,C,P2,13,181.34
2024-02-09,North,B,P3,2,64.24
2024-12-04,North,A,P2,13,139.97
2024-02-04,South,A,P6,4,151.03
2024-02-08,West,A,P6,19,151.88
2024-12-12,South,A,P6,11,145.59
2024-02-10,North,B,P5,13,96.36
2024-01-17,West,A,P2,5,182.8
2024-03-18,South,B,P5,14,97.06
2024-09-09,South,B,P5,4,190.76
2024-07-23,North,C,P4,6,42.36
2024-10-11,East,B,P3,1,136.64
2024-06-17,West,A,P5,15,84.99
2024-09-13,East,A,P5,5,98.13
2024-10-19,West,C,P2,15,156.06
2024-11-19,North,C,P2,13,10.26
2024-07-08,South,B,P4,6,39.4
2024-12-12,West,A,P1,1,192.33
2024-10-19,West,B,P1,16,125.59
2024-03-19,North,A,P4,12,30.9
2024-07-02,East,C,P4,16,161.12
2024-02-24,South,C,P5,6,30.34
2024-11-18,North,A,P4,1,63.74
2024-09-12,North,B,P1,4,144.94
2024-10-07,East,B,P4,15,109.6
2024-04-13,East,B,P6,4,171.89
2024-01-08,East,B,P1,14,80.92
2024-10-21,West,C,P3,3,146.75
2024-11-23,West,C,P3,12,63.01
2024-01-01,South,A,P1,8,104.59
2024-07-05,East,C,P6,4,186.91
2024-04-04,North,B,P4,6,163.77
2024-06-03,North,A,P4,16,71.65
2024-05-09,North,C,P4,8,23.89
2024-02-08,West,B,P4,8,163.52
2024-06-19,North,B,P1,5,139.45
2024-05-16,South,A,P5,15,53.81
2024-04-05,North,A,P6,6,151.89
2024-06-26,South,A,P1,2,37.86
2024-04-02,South,C,P6,1,24.93
2024-05-16,North,A,P2,4,165.51
2024-12-11,East,C,P1,17,196.46
2024-06-18,South,B,P6,20,182.45
2024-10-17,North,A,P3,14,131.8
2024-02-25,North,B,P6,3,179.19
2024-06-03,East,A,P1,7,37.29
2024-01-24,North,A,P1,2,86.77
2024-05-25,West,A,P3,4,unknown
2024-02-10,West,A,P6,9,177.88
2024-03-06,South,C,P4,15,26.92
2024-05-24,West,A,P4,14,33.77
2024-12-23,South,C,P1,16,64.0
2024-06-05,West,C,P5,3,26.94
2024-12-15,East,A,P6,12,61.19
2024-12-16,North,A,P4,5,178.07
2024-08-09,West,B,P4,4,16.02
2024-03-16,West,A,P4,15,157.55
2024-06-07,East,A,P3,10,139.48
2024-09-10,North,B,P3,13,51.78
2024-03-01,East,A,P3,4,59.84
2024-10-07,West,C,P4,13,44.63
2024-01-16,South,A,P4,13,124.48
2024-04-12,West,C,P4,9,81.82
2024-09-10,North,A,P4,3,70.42
2024-09-27,South,A,P4,10,100.68
2024-08-18,West,A,P4,18,197.32
2024-09-06,South,B,P4,11,179.98
2024-05-20,South,C,P1,12,196.21
2024-02-18,West,B,P3,18,120.12
2024-11-26,South,C,P3,16,132.67
2024-12-01,North,B,P5,1,56.89
2024-06-10,East,B,P1,20,188.29
2024-04-18,East,A,P2,1,61.87
2024-08-26,East,B,P5,3,163.62
2024-02-02,South,C,P1,13,149.44
2024-04-23,North,A,P1,14,151.97
2024-09-21,North,A,P3,3,26.36
2024-07-14,West,B,P2,3,81.99
2024-04-04,East,C,P4,12,159.41
2024-09-19,North,A,P5,8,177.29
2024-04-19,East,B,P6,9,94.89
2024-02-23,West,B,P4,12,19.71
2024-07-12,West,B,P4,6,118.39
2024-11-07,West,B,P3,5,171.3
2024-02-05,North,A,P3,10,108.09
2024-04-08,West,C,P3,10,128.33
2024-10-06,West,A,P2,13,57.42
2024-10-10,North,B,P2,12,129.11
2024-05-07,South,A,P1,18,90.18
2024-06-24,South,A,P6,19,184.12
2024-02-12,East,C,P1,5,16.81
2024-10-14,South,A,P4,10,121.97
2024-07-21,South,A,P2,17,64.93
2024-11-07,East,A,P6,9,57.67
2024-11-01,West,A,P4,7,68.27
2024-01-04,North,A,P5,10,124.28
2024-02-14,East,A,P4,20,79.37
2024-12-05,East,A,P4,6,100.0
2024-02-03,West,C,P1,2,83.89
2024-07-03,West,C,P1,11,unknown
2024-09-25,East,A,P1,14,112.14
2024-06-16,South,B,P6,4,166.48
2024-08-03,South,A,P4,16,187.12
2024-08-22,West,A,P6,12,101.81
2024-11-10,North,B,P5,9,128.98
2024-03-16,North,B,P1,9,32.19
2024-03-11,South,C,P2,1,89.37
2024-05-05,East,C,P5,17,117.58
2024-01-19,South,C,P1,6,132.52
2024-01-21,South,B,P5,1,162.36
2024-12-11,North,B,P4,2,93.49
2024-11-19,South,A,P1,17,61.3
2024-11-09,West,C,P1,5,64.32
2024-08-19,East,B,P1,8,122.22
2024-08-22,South,B,P3,9,193.63
2024-11-22,North,C,P6,18,199.75
2024-12-06,East,B,P1,4,116.32
2024-12-17,South,C,P2,14,67.41
2024-06-09,West,C,P5,6,36.99
2024-08-10,South,B,P6,7,70.81
2024-12-05,North,C,P4,1,87.56
2024-03-11,South,A,P4,15,89.19
2024-01-06,East,A,P2,14,105.41
2024-06-23,East,B,P5,16,70.6
2024-10-16,West,A,P3,3,79.92
2024-06-05,East,B,P5,13,24.27
2024-07-04,North,B,P6,15,103.53
2024-04-04,South,B,P1,18,163.16
2024-12-09,West,A,P3,2,104.21
2024-07-15,South,B,P5,8,23.32
2024-03-22,West,B,P1,3,21.09
2024-01-23,North,C,P6,2,16.47
2024-08-22,South,C,P1,1,29.07
2024-11-04,West,C,P4,17,166.68
2024-09-10,North,B,P3,12,71.47
2024-10-08,South,A,P6,20,123.61
2024-08-15,East,A,P3,8,73.34
2024-08-05,West,B,P2,4,197.62
2024-12-08,East,C,P1,5,166.49
2024-12-17,South,A,P2,11,68.39
2024-01-26,West,B,P4,3,83.92
2024-04-03,West,C,P5,11,118.5
2024-01-09,East,A,P1,18,155.59
2024-08-11,North,B,P6,1,105.33
2024-02-09,North,C,P5,12,192.73
2024-12-17,East,B,P2,7,101.26
2024-05-06,South,C,P5,3,13.34
2024-07-16,North,A,P3,16,80.77
2024-12-08,East,B,P6,2,23.7
2024-07-16,North,B,P1,20,80.89
